Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
D26,19,2,-69.4,29.32,wedde (grounded),10/8/2021
D27,8,5,-68.11,39.96,amerw,10/8/2021
D28,29,19,-70.86,-12.15,weddw,10/8/2021
D29A,15,9,-70.9,-13.55,weddw,10/8/2021
D29B,13,7,-70.09,-4.72,weddw,10/8/2021
D29C,13,6,-70.68,-11.65,weddw,10/8/2021
D30A,37,11,-72.51,-19.85,weddw,10/8/2021
D30B,10,5,-70.68,-9.54,weddw,10/8/2021
A23A,40,34,-75.67,-41.24,belle,10/15/2021
A63,7,3,-63.91,-52.58,belle,10/15/2021
A64,11,8,-67.4,-60.89,belle,10/15/2021
A69A,10,9,-67.17,-60.41,belle,10/15/2021
A69B,10,7,-66.95,-59.87,belle,10/15/2021
A70,8,5,-67.59,-60.53,belle,10/15/2021
A74,30,18,-76.76,-33.36,belle,10/15/2021
A76A,73,14,-73.02,-59.4,belle,10/15/2021
A76B,20,7,-73.81,-59.8,belle,10/15/2021
A76C,16,7,-71.14,-59.61,belle,10/15/2021
A77,27,4,-73.59,-25.19,weddw,10/15/2021
A78,18,4,-70.23,-4.06,weddw,10/15/2021
B09B,24,8,-66.27,143.4,wilke,10/15/2021
B09G,11,7,-68.19,41.82,amerw,10/15/2021
B09I,12,6,-60.72,-34.89,belle,10/15/2021
B15AB,11,4,-65.86,50.94,amerw,10/15/2021
B22A,38,24,-73.89,-109.4,amune (grounded),10/15/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/15/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/15/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/15/2021
B39,8,4,-73.27,-21.58,weddw,10/15/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/15/2021
B42,12,4,-73.63,-148.56,amunw,10/15/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/15/2021
B46,10,4,-72.52,-131.18,amune,10/15/2021
B47,12,5,-73.86,-134.06,amunw,10/15/2021
B50,15,6,-71.28,-165.94,rosse,10/15/2021
C15,12,8,-65.96,143.27,wilke,10/15/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/15/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/15/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/15/2021
C29,5,5,-66.08,142.83,wilke,10/15/2021
C30,9,3,-64.78,96.3,wilkw (grounded),10/15/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/15/2021
C33,8,4,-65.42,126.6,wilke (grounded),10/15/2021
C35,7,5,-67.28,147.96,wilke,10/15/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/15/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/15/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/15/2021
D20A,19,9,-68.3,32.4,amerw,10/15/2021
D23,8,6,-69.43,74.68,amere (grounded),10/15/2021
D26,19,2,-69.36,29.4,wedde (grounded),10/15/2021
D27,8,5,-68.15,38.24,amerw,10/15/2021
D28,29,19,-70.96,-12.58,weddw,10/15/2021
D29A,15,9,-71.2,-14.43,weddw,10/15/2021
D29B,13,7,-70.06,-5.18,weddw,10/15/2021
D29C,13,6,-70.74,-12.41,weddw,10/15/2021
D30A,37,11,-72.76,-20.62,weddw,10/15/2021
D30B,10,5,-70.72,-9.64,weddw,10/15/2021
A23A,40,34,-75.77,-41.25,belle,10/22/2021
A63,7,3,-63.63,-51.64,belle,10/22/2021
A64,11,8,-67.35,-60.76,belle,10/22/2021
A69A,10,9,-67.1,-60.26,belle,10/22/2021
A69B,10,7,-66.9,-59.73,belle,10/22/2021
A70,8,5,-67.5,-60.41,belle,10/22/2021
A74,30,18,-76.77,-33.47,belle,10/22/2021
A76A,73,14,-72.88,-59.33,belle,10/22/2021
A76B,20,7,-73.83,-59.81,belle,10/22/2021
A76C,16,7,-70.86,-59.79,belle,10/22/2021
A77,27,4,-73.72,-26.74,weddw,10/22/2021
A78,18,4,-70.23,-4.22,weddw,10/22/2021
B09B,24,8,-66.27,143.4,wilke,10/22/2021
B09G,11,7,-68.19,41.82,amerw,10/22/2021
B09I,12,6,-60.85,-34.58,belle,10/22/2021
B15AB,11,4,-65.95,50.78,amerw,10/22/2021
B22A,38,24,-73.89,-109.4,amune (grounded),10/22/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/22/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/22/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/22/2021
B39,8,4,-73.46,-23.31,weddw,10/22/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/22/2021
B42,12,4,-73.36,-150.35,rosse,10/22/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/22/2021
B46,10,4,-72.78,-132.72,amune,10/22/2021
B47,12,5,-73.86,-134.08,amunw,10/22/2021
B50,15,6,-70.68,-166.83,rosse,10/22/2021
C15,12,8,-65.96,143.27,wilke,10/22/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/22/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/22/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/22/2021
C29,5,5,-66.08,142.83,wilke,10/22/2021
C30,9,3,-64.78,96.3,wilkw (grounded),10/22/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/22/2021
C33,8,4,-65.42,126.6,wilke (grounded),10/22/2021
C35,7,5,-67.28,147.96,wilke,10/22/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/22/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/22/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/22/2021
D20A,19,9,-68.59,31.48,amerw,10/22/2021
D23,8,6,-69.43,74.68,amere (grounded),10/22/2021
D26,19,2,-69.36,29.4,wedde (grounded),10/22/2021
D27,8,5,-68.29,36.65,amerw,10/22/2021
D28,29,19,-71.37,-15.28,weddw,10/22/2021
D29A,15,9,-71.82,-15.98,weddw,10/22/2021
D29B,13,7,-70.35,-7.02,weddw,10/22/2021
D29C,13,6,-71.6,-15.35,weddw,10/22/2021
D30A,37,11,-73.19,-22.26,weddw,10/22/2021
D30B,10,5,-70.88,-11.56,weddw,10/22/2021
A23A,40,34,-75.75,-41.25,belle,10/29/2021
A63,7,3,-63.59,-51.64,belle,10/29/2021
A64,11,8,-67.32,-60.76,belle,10/29/2021
A69A,10,9,-67.06,-60.26,belle,10/29/2021
A69B,10,5,-66.76,-59.73,belle,10/29/2021
A69C,10,3,-66.76,-59.73,belle,10/29/2021
A70,8,5,-67.45,-60.41,belle,10/29/2021
A74,30,18,-76.91,-33.47,belle,10/29/2021
A76A,73,14,-72.92,-59.33,belle,10/29/2021
A76B,20,7,-73.81,-59.81,belle,10/29/2021
A76C,16,7,-70.8,-59.79,belle,10/29/2021
A77,27,4,-73.92,-26.74,weddw,10/29/2021
A78,18,4,-70.24,-4.22,weddw,10/29/2021
B09B,24,8,-66.27,143.4,wilke,10/29/2021
B09G,11,7,-68.19,41.82,amerw,10/29/2021
B09I,12,6,-60.61,-34.58,belle,10/29/2021
B15AB,11,4,-66.09,50.78,amerw,10/29/2021
B22A,38,24,-73.89,-109.4,amune (grounded),10/29/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/29/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/29/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/29/2021
B39,8,4,-73.73,-23.31,weddw,10/29/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/29/2021
B42,12,4,-73.01,-150.35,rosse,10/29/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/29/2021
B46,10,4,-72.63,-132.72,amune,10/29/2021
B47,12,5,-73.86,-134.08,amunw,10/29/2021
B50,15,6,-70.38,-166.83,rosse,10/29/2021
C15,12,8,-65.96,143.27,wilke,10/29/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/29/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/29/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/29/2021
C29,5,5,-66.08,142.83,wilke,10/29/2021
C30,9,3,-64.78,96.3,wilkw (grounded),10/29/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/29/2021
C33,8,4,-65.42,126.6,wilke (grounded),10/29/2021
C35,7,5,-67.32,147.96,wilke,10/29/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/29/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/29/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/29/2021
D20A,19,9,-68.93,31.48,amerw,10/29/2021
D23,8,6,-69.43,74.68,amere (grounded),10/29/2021
D26,19,2,-69.36,29.4,wedde (grounded),10/29/2021
D27,8,5,-68.24,36.65,amerw,10/29/2021
D28,29,19,-71.68,-15.28,weddw,10/29/2021
D29A,15,9,-72.23,-15.98,weddw,10/29/2021
D29B,13,7,-70.41,-7.02,weddw,10/29/2021
D29C,13,6,-71.91,-15.35,weddw,10/29/2021
D30A,37,11,-73.42,-22.26,weddw,10/29/2021
D30B,10,5,-71.12,-11.56,weddw,10/29/2021
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
A23A,40,34,-75.73,-41.26,belle,11/5/2021
A63,7,3,-63.33,-50.46,belle,11/5/2021
A64,11,8,-67.3,-60.61,belle,11/5/2021
A69A,10,9,-67.03,-60,belle,11/5/2021
A69B,10,5,-66.8,-59.73,belle,11/5/2021
A69C,10,3,-66.78,-59.55,belle,11/5/2021
A70,8,5,-67.37,-60.16,belle,11/5/2021
A74,30,18,-77.1,-34.36,belle,11/5/2021
A76A,73,14,-72.99,-59.33,belle,11/5/2021
A76B,20,7,-73.89,-59.87,belle,11/5/2021
A76C,16,7,-70.86,-59.74,belle,11/5/2021
A77,27,4,-74.16,-27.27,weddw,11/5/2021
A78,18,4,-70.22,-4.5,weddw,11/5/2021
B09B,24,8,-66.27,143.4,wilke,11/5/2021
B09G,11,7,-68.19,41.82,amerw,11/5/2021
B09I,12,6,-60.36,-33.85,belle,11/5/2021
B15AB,11,4,-66.09,50.59,amerw,11/5/2021
B22A,38,24,-73.89,-109.4,amune (grounded),11/5/2021
B28,9,6,-74.65,-108.77,amune (grounded),11/5/2021
B29,11,5,-74.48,-108.92,amune (grounded),11/5/2021
B38,6,4,-77.01,-155.06,rosse (grounded),11/5/2021
B39,8,4,-73.8,-25.6,weddw,11/5/2021
B40,6,5,-65.63,132.13,wilke (grounded),11/5/2021
B42,12,4,-72.48,-149.58,amunw,11/5/2021
B45,7,6,-74.67,-109.32,amune (grounded),11/5/2021
B46,10,4,-72.21,-133.36,amune,11/5/2021
B47,12,5,-73.86,-134.08,amunw,11/5/2021
B50,15,6,-70.19,-166.68,rosse,11/5/2021
C15,12,8,-65.96,143.27,wilke,11/5/2021
C18B,19,4,-66.59,89.55,amere (grounded),11/5/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),11/5/2021
C24,11,2,-64.84,96.02,wilkw (grounded),11/5/2021
C29,5,5,-66.08,142.83,wilke,11/5/2021
C30,9,3,-64.78,96.3,wilkw (grounded),11/5/2021
C31,9,3,-64.68,96.51,wilkw (grounded),11/5/2021
C33,8,4,-65.42,126.6,wilke (grounded),11/5/2021
C35,7,5,-67.29,147.81,wilke,11/5/2021
C36,22,15,-67.94,147.48,wilke (grounded),11/5/2021
D15A,51,24,-66.64,81.91,amere (grounded),11/5/2021
D15B,33,12,-66.99,81.58,amere (grounded),11/5/2021
D20A,19,9,-69.04,29.55,wedde,11/5/2021
D23,8,6,-69.43,74.68,amere (grounded),11/5/2021
D26,19,2,-69.36,29.4,wedde (grounded),11/5/2021
D27,8,5,-68.21,33.39,amerw,11/5/2021
D28,29,19,-72.17,-17.14,weddw,11/5/2021
D29A,15,9,-72.55,-19.04,weddw,11/5/2021
D29B,13,7,-70.42,-8.14,weddw,11/5/2021
D29C,13,6,-72.37,-16.96,weddw,11/5/2021
D30A,37,11,-73.55,-24.77,weddw,11/5/2021
D30B,10,5,-71.37,-14.12,weddw,11/5/2021
A23A,40,34,-75.77,-41.13,belle,11/12/2021
A63,7,3,-63.18,-50.96,belle,11/12/2021
A64,11,8,-67.25,-60.54,belle,11/12/2021
A69A,10,9,-66.99,-59.75,belle,11/12/2021
A69B,10,5,-66.77,-59.44,belle,11/12/2021
A69C,10,3,-66.75,-59.25,belle,11/12/2021
A70,8,5,-67.38,-60.15,belle,11/12/2021
A74,30,18,-77.09,-34.36,belle,11/12/2021
A76A,73,14,-72.92,-59.27,belle,11/12/2021
A76B,20,7,-73.93,-59.94,belle,11/12/2021
A76C,16,7,-70.66,-59.88,belle,11/12/2021
A77,27,4,-74.28,-27.05,weddw,11/12/2021
A78,18,4,-70.15,-4.53,weddw,11/12/2021
B09B,24,8,-66.27,143.4,wilke,11/12/2021
B09G,11,7,-68.19,41.82,amerw,11/12/2021
B09I,12,6,-60,-33.38,belle,11/12/2021
B15AB,11,4,-66.09,50.59,amerw,11/12/2021
B22A,38,24,-73.89,-109.4,amune (grounded),11/12/2021
B28,9,6,-74.65,-108.77,amune (grounded),11/12/2021
B29,11,5,-74.48,-108.92,amune (grounded),11/12/2021
B38,6,4,-77.01,-155.06,rosse (grounded),11/12/2021
B39,8,4,-74.05,-26.47,weddw,11/12/2021
B40,6,5,-65.63,132.13,wilke (grounded),11/12/2021
B42,12,4,-72.14,-149.82,amunw,11/12/2021
B45,7,6,-74.67,-109.32,amune (grounded),11/12/2021
B46,10,4,-72.12,-133.44,amune,11/12/2021
B47,12,5,-73.86,-134.08,amunw,11/12/2021
B50,15,6,-69.77,-166.43,rosse,11/12/2021
C15,12,8,-65.96,143.27,wilke,11/12/2021
C18B,19,4,-66.59,89.55,amere (grounded),11/12/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),11/12/2021
C24,11,2,-64.84,96.02,wilkw (grounded),11/12/2021
C29,5,5,-66.08,142.83,wilke,11/12/2021
C30,9,3,-64.78,96.3,wilkw (grounded),11/12/2021
C31,9,3,-64.68,96.51,wilkw (grounded),11/12/2021
C33,8,4,-65.42,126.6,wilke (grounded),11/12/2021
C35,7,5,-67.29,147.77,wilke,11/12/2021
C36,22,15,-67.94,147.48,wilke (grounded),11/12/2021
D15A,51,24,-66.64,81.91,amere (grounded),11/12/2021
D15B,33,12,-66.99,81.58,amere (grounded),11/12/2021
D20A,19,9,-69.26,28.28,wedde,11/12/2021
D23,8,6,-69.43,74.68,amere (grounded),11/12/2021
D26,19,2,-69.36,29.4,wedde (grounded),11/12/2021
D27,8,5,-68.55,31.89,amerw,11/12/2021
D28,29,19,-72.43,-18.73,weddw,11/12/2021
D29A,15,9,-72.82,-20.54,weddw,11/12/2021
D29B,13,7,-70.36,-8.44,weddw,11/12/2021
D29C,13,6,-72.4,-17.7,weddw,11/12/2021
D30A,37,11,-73.69,-26.38,weddw,11/12/2021
D30B,10,5,-71.55,-14.95,weddw,11/12/2021
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
A23A,40,34,-75.77,-41.25,belle,11/19/2021
A63,7,3,-62.83,-50.88,belle,11/19/2021
A64,11,8,-67.23,-60.28,belle,11/19/2021
A69A,10,9,-67,-59.53,belle,11/19/2021
A69B,10,5,-66.78,-58.57,belle,11/19/2021
A69C,10,3,-66.68,-59.02,belle,11/19/2021
A70,8,5,-67.4,-60.14,belle,11/19/2021
A74,30,18,-77.19,-34.74,belle,11/19/2021
A76A,73,14,-72.92,-59.3,belle,11/19/2021
A76B,20,7,-73.91,-59.86,belle,11/19/2021
A76C,16,7,-70.55,-59.97,belle,11/19/2021
A77,27,4,-74.36,-26.78,weddw,11/19/2021
A78,18,4,-70.1,-4.85,weddw,11/19/2021
B09B,24,8,-66.27,143.4,wilke,11/19/2021
B09G,11,7,-68.19,41.82,amerw,11/19/2021
B09I,12,6,-59.91,-33.04,belle,11/19/2021
B15AB,11,4,-66.09,50.59,amerw,11/19/2021
B22A,38,24,-73.89,-109.4,amune (grounded),11/19/2021
B28,9,6,-74.65,-108.77,amune (grounded),11/19/2021
B29,11,5,-74.48,-108.92,amune (grounded),11/19/2021
B38,6,4,-77.01,-155.06,rosse (grounded),11/19/2021
B39,8,4,-74.2,-26.65,weddw,11/19/2021
B40,6,5,-65.6,132.14,wilke,11/19/2021
B42,12,4,-71.9,-150.23,rosse,11/19/2021
B45,7,6,-74.67,-109.32,amune (grounded),11/19/2021
B46,10,4,-71.67,-134.11,amune,11/19/2021
B47,12,5,-73.86,-134.05,amunw,11/19/2021
B50,15,6,-69.57,-165.73,rosse,11/19/2021
C15,12,8,-65.96,143.27,wilke,11/19/2021
C18B,19,4,-66.59,89.55,amere (grounded),11/19/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),11/19/2021
C24,11,2,-64.84,96.02,wilkw (grounded),11/19/2021
C29,5,5,-66.08,142.83,wilke,11/19/2021
C30,9,3,-64.78,96.3,wilkw (grounded),11/19/2021
C31,9,3,-64.68,96.51,wilkw (grounded),11/19/2021
C33,8,4,-65.42,126.6,wilke (grounded),11/19/2021
C35,7,5,-67.3,147.77,wilke,11/19/2021
C36,22,15,-67.94,147.48,wilke (grounded),11/19/2021
D15A,51,24,-66.64,81.91,amere (grounded),11/19/2021
D15B,33,12,-66.99,81.58,amere (grounded),11/19/2021
D20A,19,9,-69.31,27.67,wedde,11/19/2021
D23,8,6,-69.43,74.68,amere (grounded),11/19/2021
D26,19,2,-69.36,29.4,wedde (grounded),11/19/2021
D27,8,5,-68.56,31.87,amerw,11/19/2021
D28,29,19,-72.73,-20.11,weddw,11/19/2021
D29A,15,9,-73.16,-21.19,weddw,11/19/2021
D29B,13,7,-70.39,-8.8,weddw,11/19/2021
D29C,13,6,-72.56,-18.82,weddw,11/19/2021
D30A,37,11,-73.93,-27.26,weddw,11/19/2021
D30B,10,5,-71.86,-15.53,weddw,11/19/2021
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
A23A,40,34,-75.69,-41.13,belle,11/26/2021
A63,7,3,-62.55,-51.13,belle,11/26/2021
A64,11,8,-67.17,-60.24,belle,11/26/2021
A69A,10,9,-67.03,-59.63,belle,11/26/2021
A69B,10,5,-66.76,-58.83,belle,11/26/2021
A69C,10,3,-66.61,-59.54,belle,11/26/2021
A70,8,5,-67.33,-60.5,belle,11/26/2021
A74,30,18,-77.42,-35.33,belle,11/26/2021
A76A,73,14,-72.89,-59.18,belle,11/26/2021
A76B,20,7,-73.76,-59.85,belle,11/26/2021
A76C,16,7,-70.38,-60.12,belle,11/26/2021
A77,27,4,-74.39,-26.55,weddw,11/26/2021
A78,18,4,-70.09,-5.58,weddw,11/26/2021
B09B,24,8,-66.27,143.4,wilke,11/26/2021
B09G,11,7,-68.19,41.82,amerw,11/26/2021
B09I,12,6,-59.56,-33.07,belle,11/26/2021
B15AB,11,4,-66.09,50.59,amerw,11/26/2021
B22A,38,24,-73.89,-109.41,amune (grounded),11/26/2021
B28,9,6,-74.65,-108.77,amune (grounded),11/26/2021
B29,11,5,-74.48,-108.92,amune (grounded),11/26/2021
B38,6,4,-77.01,-155.06,rosse (grounded),11/26/2021
B39,8,4,-74.47,-27.18,weddw,11/26/2021
B40,6,5,-65.6,132.14,wilke,11/26/2021
B42,12,4,-71.98,-149.43,rosse,11/26/2021
B45,7,6,-74.67,-109.32,amune (grounded),11/26/2021
B46,10,4,-71.51,-133.45,amune,11/26/2021
B47,12,5,-73.86,-134.05,amunw,11/26/2021
B50,15,6,-69.23,-165.59,rosse,11/26/2021
C15,12,8,-65.96,143.27,wilke,11/26/2021
C18B,19,4,-66.59,89.55,amere (grounded),11/26/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),11/26/2021
C24,11,2,-64.84,96.02,wilkw (grounded),11/26/2021
C29,5,5,-66.08,142.83,wilke,11/26/2021
C30,9,3,-64.78,96.3,wilkw (grounded),11/26/2021
C31,9,3,-64.68,96.51,wilkw (grounded),11/26/2021
C33,8,4,-65.42,126.6,wilke (grounded),11/26/2021
C35,7,5,-67.32,147.9,wilke,11/26/2021
C36,22,15,-67.94,147.48,wilke (grounded),11/26/2021
D15A,51,24,-66.64,81.91,amere (grounded),11/26/2021
D15B,33,12,-66.99,81.58,amere (grounded),11/26/2021
D20A,19,9,-69.49,27.62,wedde,11/26/2021
D23,8,6,-69.43,74.68,amere (grounded),11/26/2021
D26,19,2,-69.4,29.32,wedde (grounded),11/26/2021
D27,8,5,-68.57,31.6,amerw,11/26/2021
D28,29,19,-73.17,-21.53,weddw,11/26/2021
D29A,15,9,-73.5,-21.9,weddw,11/26/2021
D29B,13,7,-70.61,-9.25,weddw,11/26/2021
D29C,13,6,-73.16,-20.46,weddw,11/26/2021
D30A,37,11,-74.17,-27.88,weddw,11/26/2021
D30B,10,5,-72.43,-17.33,weddw,11/26/2021
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
A23A,40,34,-75.71,-41.12,belle,12/3/2021
A63,6,3,-62.33,-50.63,belle,12/3/2021
A64,11,8,-67.16,-60.17,belle,12/3/2021
A69A,10,9,-67.12,-59.59,belle,12/3/2021
A69B,10,5,-66.78,-58.98,belle,12/3/2021
A69C,10,3,-66.74,-59.38,belle,12/3/2021
A70,8,5,-67.32,-60.53,belle,12/3/2021
A74,30,18,-77.45,-35.46,belle,12/3/2021
A76A,73,14,-72.82,-59.15,belle,12/3/2021
A76B,20,7,-73.69,-59.59,belle,12/3/2021
A76C,16,7,-70.36,-60.18,belle,12/3/2021
A77,27,4,-74.4,-26.22,weddw,12/3/2021
A78,18,4,-70.08,-6.46,weddw,12/3/2021
B09B,24,8,-66.26,143.4,wilke,12/3/2021
B09G,11,7,-68.19,41.82,amerw,12/3/2021
B09I,12,6,-59.42,-33.15,belle,12/3/2021
B15AB,11,4,-66.08,50.59,amerw,12/3/2021
B22A,38,24,-73.89,-109.4,amune (grounded),12/3/2021
B28,9,6,-74.65,-108.77,amune (grounded),12/3/2021
B29,11,5,-74.48,-108.92,amune (grounded),12/3/2021
B38,6,4,-77.01,-155.06,rosse (grounded),12/3/2021
B39,8,4,-74.53,-26.92,weddw,12/3/2021
B40,6,5,-65.61,132.14,wilke,12/3/2021
B42,12,4,-71.91,-150.35,rosse,12/3/2021
B45,7,6,-74.67,-109.32,amune (grounded),12/3/2021
B46,10,4,-71.48,-133.04,amune,12/3/2021
B47,12,5,-73.86,-134.03,amunw,12/3/2021
B50,15,6,-69.15,-166.45,rosse,12/3/2021
C15,12,8,-65.96,143.27,wilke,12/3/2021
C18B,19,4,-66.59,89.55,amere (grounded),12/3/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),12/3/2021
C24,11,2,-64.84,96.02,wilkw (grounded),12/3/2021
C29,5,5,-66.08,142.83,wilke,12/3/2021
C30,9,3,-64.78,96.3,wilkw (grounded),12/3/2021
C31,9,3,-64.68,96.51,wilkw (grounded),12/3/2021
C33,8,4,-65.42,126.6,wilke (grounded),12/3/2021
C35,7,5,-67.29,148.02,wilke,12/3/2021
C36,22,15,-67.94,147.48,wilke (grounded),12/3/2021
D15A,51,24,-66.63,81.92,amere (grounded),12/3/2021
D15B,33,12,-66.98,81.58,amere (grounded),12/3/2021
D20A,19,9,-69.38,27.53,wedde,12/3/2021
D23,8,6,-69.43,74.68,amere (grounded),12/3/2021
D26,19,2,-69.36,29.4,wedde (grounded),12/3/2021
D27,8,5,-69.03,29.87,amere,12/3/2021
D28,29,19,-73.26,-21.86,weddw,12/3/2021
D29A,15,9,-73.57,-21.91,weddw,12/3/2021
D29B,13,7,-70.61,-9.5,weddw,12/3/2021
D29C,13,6,-73.2,-20.53,weddw,12/3/2021
D30A,37,11,-74.31,-27.92,weddw,12/3/2021
D30B,10,5,-72.52,-18.06,weddw,12/3/2021
A23A,40,34,-75.76,-40.94,belle,12/10/2021
A64,11,8,-67.15,-60.21,belle,12/10/2021
A69A,10,9,-67.03,-59.49,belle,12/10/2021
A69B,10,5,-66.64,-59,belle,12/10/2021
A69C,10,3,-66.83,-59.04,belle,12/10/2021
A70,8,5,-67.23,-60.67,belle,12/10/2021
A74,30,18,-77.56,-35.8,belle,12/10/2021
A76A,73,14,-72.8,-58.96,belle,12/10/2021
A76B,20,7,-73.61,-59.48,belle,12/10/2021
A76C,16,7,-70.2,-60.16,belle,12/10/2021
A77,27,4,-74.53,-26.13,weddw,12/10/2021
A78,18,4,-70.19,-7.81,weddw,12/10/2021
B09B,24,8,-66.26,143.4,wilke,12/10/2021
B09G,11,7,-68.19,41.82,amerw,12/10/2021
B09I,12,6,-59.19,-32.25,belle,12/10/2021
B15AB,11,4,-66.08,50.59,amerw,12/10/2021
B22A,38,24,-73.89,-109.4,amune (grounded),12/10/2021
B28,9,6,-74.65,-108.77,amune (grounded),12/10/2021
B29,11,5,-74.48,-108.92,amune (grounded),12/10/2021
B38,6,4,-77.01,-155.06,rosse (grounded),12/10/2021
B39,8,4,-74.68,-27.22,weddw,12/10/2021
B40,6,5,-65.6,132.15,wilke,12/10/2021
B42,12,4,-71.7,-149.64,amunw,12/10/2021
B45,7,6,-74.67,-109.32,amune (grounded),12/10/2021
B46,10,4,-71.41,-133.28,amune,12/10/2021
B47,12,5,-73.86,-134.01,amunw,12/10/2021
B50,15,6,-68.74,-165.76,rosse,12/10/2021
C15,12,8,-65.96,143.27,wilke,12/10/2021
C18B,19,4,-66.59,89.55,amere (grounded),12/10/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),12/10/2021
C24,11,2,-64.84,96.02,wilkw (grounded),12/10/2021
C29,5,5,-66.08,142.83,wilke,12/10/2021
C30,9,3,-64.78,96.3,wilkw (grounded),12/10/2021
C31,9,3,-64.68,96.51,wilkw (grounded),12/10/2021
C33,8,4,-65.42,126.6,wilke (grounded),12/10/2021
C35,7,5,-67.33,147.92,wilke,12/10/2021
C36,22,15,-67.94,147.48,wilke (grounded),12/10/2021
D15A,51,24,-66.63,81.92,amere (grounded),12/10/2021
D15B,33,12,-66.98,81.58,amere (grounded),12/10/2021
D20A,19,9,-69.73,27.03,wedde,12/10/2021
D23,8,6,-69.43,74.68,amere (grounded),12/10/2021
D26,19,2,-69.36,29.4,wedde (grounded),12/10/2021
D27,8,5,-69.25,28.53,wedde,12/10/2021
D28,29,19,-73.39,-22.45,weddw,12/10/2021
D29A,15,9,-73.66,-22.1,weddw,12/10/2021
D29B,13,7,-70.66,-10.01,weddw,12/10/2021
D29C,13,6,-73.2,-21.43,weddw,12/10/2021
D30A,37,11,-74.46,-27.81,weddw,12/10/2021
D30B,10,5,-72.71,-19.6,weddw,12/10/2021
A23A,40,34,-75.85,-40.81,belle,12/17/2021
A64,11,8,-67.06,-60.19,belle,12/17/2021
A69A,10,9,-67.06,-59.69,belle,12/17/2021
A69B,10,5,-66.56,-58.87,belle,12/17/2021
A69C,10,3,-66.74,-59.02,belle,12/17/2021
A70,8,5,-67.19,-60.51,belle,12/17/2021
A74,30,18,-77.57,-36.28,belle,12/17/2021
A76A,73,14,-72.74,-58.83,belle,12/17/2021
A76B,20,7,-73.41,-59.44,belle,12/17/2021
A76C,16,7,-70.22,-60.02,belle,12/17/2021
A77,27,4,-74.71,-26.18,weddw,12/17/2021
A78,18,4,-70.18,-9.33,weddw,12/17/2021
B09B,24,8,-66.26,143.4,wilke,12/17/2021
B09G,11,7,-68.19,41.82,amerw,12/17/2021
B09I,12,6,-58.57,-31.2,belle,12/17/2021
B15AB,11,4,-66.08,50.59,amerw,12/17/2021
B22A,38,24,-73.89,-109.4,amune (grounded),12/17/2021
B28,9,6,-74.65,-108.77,amune (grounded),12/17/2021
B29,11,5,-74.48,-108.92,amune (grounded),12/17/2021
B38,6,4,-77.01,-155.06,rosse (grounded),12/17/2021
